,0,1,2,3,4,5,6,7,8,9,AIC,BIC
935,1,1,1,0,1,0,0,1,1,1,44.89244526,84.95649531
507,0,1,1,1,1,1,1,0,1,1,42.61119297,85.03195185
1014,1,1,1,1,1,1,0,1,1,0,42.61416593,85.03492481
941,1,1,1,0,1,0,1,1,0,1,44.97795624,85.04200629
1001,1,1,1,1,1,0,1,0,0,1,44.98038908,85.04443913
749,1,0,1,1,1,0,1,1,0,1,44.98064376,85.04469381
747,1,0,1,1,1,0,1,0,1,1,45.02377283,85.08782288
955,1,1,1,0,1,1,1,0,1,1,42.67099309,85.09175197
1017,1,1,1,1,1,1,1,0,0,1,42.68938567,85.11014455
939,1,1,1,0,1,0,1,0,1,1,45.04647244,85.1105225
729,1,0,1,1,0,1,1,0,0,1,47.40823408,85.11557531
255,0,0,1,1,1,1,1,1,1,1,42.70121397,85.12197285
367,0,1,0,1,1,0,1,1,1,1,45.06565194,85.12970199
383,0,1,0,1,1,1,1,1,1,1,42.71024233,85.13100122
743,1,0,1,1,1,0,0,1,1,1,45.07554095,85.139591
942,1,1,1,0,1,0,1,1,1,0,45.07778194,85.14183199
1002,1,1,1,1,1,0,1,0,1,0,45.08033674,85.1443868
851,1,1,0,1,0,1,0,0,1,1,47.44001189,85.14735312
605,1,0,0,1,0,1,1,1,0,1,47.44222128,85.14956251
997,1,1,1,1,1,0,0,1,0,1,45.08852024,85.15257029
750,1,0,1,1,1,0,1,1,1,0,45.08948859,85.15353864
487,0,1,1,1,1,0,0,1,1,1,45.09995252,85.16400257
447,0,1,1,0,1,1,1,1,1,1,42.75359111,85.17435
1013,1,1,1,1,1,1,0,1,0,1,42.75892361,85.17968249
998,1,1,1,1,1,0,0,1,1,0,45.11645025,85.18050031
687,1,0,1,0,1,0,1,1,1,1,45.1204557,85.18450576
1011,1,1,1,1,1,1,0,0,1,1,42.76394344,85.18470232
491,0,1,1,1,1,0,1,0,1,1,45.12131988,85.18536994
791,1,1,0,0,0,1,0,1,1,1,47.48137503,85.18871625
503,0,1,1,1,1,1,0,1,1,1,42.77263112,85.19339
494,0,1,1,1,1,0,1,1,1,0,45.13121274,85.19526279
239,0,0,1,1,1,0,1,1,1,1,45.13193084,85.1959809
957,1,1,1,0,1,1,1,1,0,1,42.78226399,85.20302287
509,0,1,1,1,1,1,1,1,0,1,42.78490953,85.20566842
765,1,0,1,1,1,1,1,1,0,1,42.78500198,85.20576086
951,1,1,1,0,1,1,0,1,1,1,42.79008526,85.21084414
703,1,0,1,0,1,1,1,1,1,1,42.79473095,85.21548983
857,1,1,0,1,0,1,1,0,0,1,47.5095122,85.21685343
1020,1,1,1,1,1,1,1,1,0,0,42.79799325,85.21875213
763,1,0,1,1,1,1,1,0,1,1,42.79830222,85.2190611
759,1,0,1,1,1,1,0,1,1,1,42.80489964,85.22565852
510,0,1,1,1,1,1,1,1,1,0,42.80523422,85.2259931
1018,1,1,1,1,1,1,1,0,1,0,42.80558431,85.22634319
978,1,1,1,1,0,1,0,0,1,0,47.54077877,85.24812
893,1,1,0,1,1,1,1,1,0,1,42.82832136,85.24908025
1004,1,1,1,1,1,0,1,1,0,0,45.18520632,85.24925637
958,1,1,1,0,1,1,1,1,1,0,42.82945228,85.25021116
766,1,0,1,1,1,1,1,1,1,0,42.8396351,85.26039398
639,1,0,0,1,1,1,1,1,1,1,42.84072307,85.26148195
891,1,1,0,1,1,1,1,0,1,1,42.84389387,85.26465275
887,1,1,0,1,1,1,0,1,1,1,42.86514056,85.28589944
831,1,1,0,0,1,1,1,1,1,1,42.87821979,85.29897867
431,0,1,1,0,1,0,1,1,1,1,45.24337084,85.3074209
894,1,1,0,1,1,1,1,1,1,0,42.89832416,85.31908304
795,1,1,0,0,0,1,1,0,1,1,47.66769384,85.37503506
871,1,1,0,1,1,0,0,1,1,1,45.31273201,85.37678206
623,1,0,0,1,1,0,1,1,1,1,45.31639787,85.38044793
877,1,1,0,1,1,0,1,1,0,1,45.31898917,85.38303922
815,1,1,0,0,1,0,1,1,1,1,45.33209828,85.39614833
875,1,1,0,1,1,0,1,0,1,1,45.33631679,85.40036684
726,1,0,1,1,0,1,0,1,1,0,47.70089842,85.40823965
878,1,1,0,1,1,0,1,1,1,0,45.36517554,85.4292256
921,1,1,1,0,0,1,1,0,0,1,47.73779704,85.44513827
797,1,1,0,0,0,1,1,1,0,1,47.75209679,85.45943802
603,1,0,0,1,0,1,1,0,1,1,47.76156182,85.46890305
725,1,0,1,1,0,1,0,1,0,1,47.76213749,85.46947872
853,1,1,0,1,0,1,0,1,0,1,47.7624049,85.46974612
599,1,0,0,1,0,1,0,1,1,1,47.78832097,85.4956622
922,1,1,1,0,0,1,1,0,1,0,47.80084314,85.50818436
730,1,0,1,1,0,1,1,0,1,0,47.80460103,85.51194225
918,1,1,1,0,0,1,0,1,1,0,47.82441503,85.53175626
349,0,1,0,1,0,1,1,1,0,1,47.83625416,85.54359539
606,1,0,0,1,0,1,1,1,1,0,47.83813232,85.54547355
917,1,1,1,0,0,1,0,1,0,1,47.83829851,85.54563974
669,1,0,1,0,0,1,1,1,0,1,47.84658846,85.55392969
858,1,1,0,1,0,1,1,0,1,0,47.86212756,85.56946878
854,1,1,0,1,0,1,0,1,1,0,47.86244325,85.56978448
543,1,0,0,0,0,1,1,1,1,1,47.87150822,85.57884945
798,1,1,0,0,0,1,1,1,1,0,47.87991652,85.58725775
663,1,0,1,0,0,1,0,1,1,1,47.88140628,85.58874751
732,1,0,1,1,0,1,1,1,0,0,47.88856991,85.59591114
474,0,1,1,1,0,1,1,0,1,0,47.90341674,85.61075797
287,0,1,0,0,0,1,1,1,1,1,47.90704457,85.6143858
667,1,0,1,0,0,1,1,0,1,1,47.91339472,85.62073595
860,1,1,0,1,0,1,1,1,0,0,47.91953249,85.62687372
984,1,1,1,1,0,1,1,0,0,0,47.92259144,85.62993266
347,0,1,0,1,0,1,1,0,1,1,47.94417355,85.65151477
670,1,0,1,0,0,1,1,1,1,0,47.950702,85.65804323
980,1,1,1,1,0,1,0,1,0,0,47.95108015,85.65842137
350,0,1,0,1,0,1,1,1,1,0,47.95498115,85.66232237
470,0,1,1,1,0,1,0,1,1,0,47.96094588,85.6682871
473,0,1,1,1,0,1,1,0,0,1,47.97105331,85.67839454
469,0,1,1,1,0,1,0,1,0,1,47.97665671,85.68399794
343,0,1,0,1,0,1,0,1,1,1,47.99979305,85.70713428
977,1,1,1,1,0,1,0,0,0,1,48.00152598,85.70886721
723,1,0,1,1,0,1,0,0,1,1,48.0098369,85.71717813
924,1,1,1,0,0,1,1,1,0,0,48.02289551,85.73023674
221,0,0,1,1,0,1,1,1,0,1,48.02346741,85.73080864
215,0,0,1,1,0,1,0,1,1,1,48.04480241,85.75214364
915,1,1,1,0,0,1,0,0,1,1,48.06998393,85.77732515
219,0,0,1,1,0,1,1,0,1,1,48.07283045,85.78017168
95,0,0,0,1,0,1,1,1,1,1,48.10812803,85.81546925
476,0,1,1,1,0,1,1,1,0,0,48.11720427,85.8245455
467,0,1,1,1,0,1,0,0,1,1,48.13761416,85.84495539
222,0,0,1,1,0,1,1,1,1,0,48.15095226,85.85829349
31,0,0,0,0,0,1,1,1,1,1,50.5378562,85.8884886
15,0,0,0,0,0,0,1,1,1,1,52.90475872,85.89868229
413,0,1,1,0,0,1,1,1,0,1,48.34155427,86.0488955
407,0,1,1,0,0,1,0,1,1,1,48.35422,86.06156122
411,0,1,1,0,0,1,1,0,1,1,48.38080909,86.08815032
414,0,1,1,0,0,1,1,1,1,0,48.40167357,86.1090148
159,0,0,1,0,0,1,1,1,1,1,48.93473203,86.64207326
903,1,1,1,0,0,0,0,1,1,1,49.02378741,86.73112864
963,1,1,1,1,0,0,0,0,1,1,49.03848479,86.74582601
839,1,1,0,1,0,0,0,1,1,1,49.09426545,86.80160668
715,1,0,1,1,0,0,1,0,1,1,49.14460705,86.85194828
459,0,1,1,1,0,0,1,0,1,1,49.19440581,86.90174704
455,0,1,1,1,0,0,0,1,1,1,49.29757296,87.00491419
207,0,0,1,1,0,0,1,1,1,1,49.34803357,87.0553748
717,1,0,1,1,0,0,1,1,0,1,49.37454266,87.08188389
909,1,1,1,0,0,0,1,1,0,1,49.40002957,87.1073708
591,1,0,0,1,0,0,1,1,1,1,49.42454418,87.13188541
843,1,1,0,1,0,0,1,0,1,1,49.45088646,87.15822768
969,1,1,1,1,0,0,1,0,0,1,49.45370225,87.16104347
845,1,1,0,1,0,0,1,1,0,1,49.45925164,87.16659287
965,1,1,1,1,0,0,0,1,0,1,49.46365401,87.17099524
718,1,0,1,1,0,0,1,1,1,0,49.46559213,87.17293336
907,1,1,1,0,0,0,1,0,1,1,49.46995773,87.17729895
910,1,1,1,0,0,0,1,1,1,0,49.47419557,87.1815368
711,1,0,1,1,0,0,0,1,1,1,49.47552866,87.18286988
655,1,0,1,0,0,0,1,1,1,1,49.47778107,87.18512229
783,1,1,0,0,0,0,1,1,1,1,49.47953145,87.18687268
966,1,1,1,1,0,0,0,1,1,0,49.49755204,87.20489326
970,1,1,1,1,0,0,1,0,1,0,49.50185049,87.20919172
846,1,1,0,1,0,0,1,1,1,0,49.51171127,87.2190525
461,0,1,1,1,0,0,1,1,0,1,49.52750791,87.23484913
972,1,1,1,1,0,0,1,1,0,0,49.5329029,87.24024413
335,0,1,0,1,0,0,1,1,1,1,49.62794188,87.3352831
462,0,1,1,1,0,0,1,1,1,0,49.66620101,87.37354224
399,0,1,1,0,0,0,1,1,1,1,50.0265363,87.73387752
751,1,0,1,1,1,0,1,1,1,1,46.87462164,89.29538052
979,1,1,1,1,0,1,0,0,1,1,49.27599092,89.34004098
959,1,1,1,0,1,1,1,1,1,1,44.57737126,89.35483897
1005,1,1,1,1,1,0,1,1,0,1,46.93700103,89.35775991
1003,1,1,1,1,1,0,1,0,1,1,46.97587974,89.39663862
859,1,1,0,1,0,1,1,0,1,1,49.36192417,89.42597422
999,1,1,1,1,1,0,0,1,1,1,47.02225784,89.44301672
943,1,1,1,0,1,0,1,1,1,1,47.04921426,89.46997314
1021,1,1,1,1,1,1,1,1,0,1,44.73082497,89.50829268
495,0,1,1,1,1,0,1,1,1,1,47.09174474,89.51250362
1006,1,1,1,1,1,0,1,1,1,0,47.09688258,89.51764146
1022,1,1,1,1,1,1,1,1,1,0,44.76299353,89.54046124
511,0,1,1,1,1,1,1,1,1,1,44.76326149,89.54072919
1019,1,1,1,1,1,1,1,0,1,1,44.77458591,89.55205361
767,1,0,1,1,1,1,1,1,1,1,44.80337266,89.58084037
1015,1,1,1,1,1,1,0,1,1,1,44.8065964,89.58406411
351,0,1,0,1,0,1,1,1,1,1,49.56019051,89.62424057
895,1,1,0,1,1,1,1,1,1,1,44.85815745,89.63562515
471,0,1,1,1,0,1,0,1,1,1,49.65247388,89.71652393
923,1,1,1,0,0,1,1,0,1,1,49.66154861,89.72559866
475,0,1,1,1,0,1,1,0,1,1,49.66971513,89.73376518
879,1,1,0,1,1,0,1,1,1,1,47.32278143,89.74354031
731,1,0,1,1,0,1,1,0,1,1,49.68649297,89.75054303
855,1,1,0,1,0,1,0,1,1,1,49.72457647,89.78862652
985,1,1,1,1,0,1,1,0,0,1,49.73718774,89.80123779
727,1,0,1,1,0,1,0,1,1,1,49.75235129,89.81640134
861,1,1,0,1,0,1,1,1,0,1,49.75460878,89.81865883
799,1,1,0,0,0,1,1,1,1,1,49.76249194,89.82654199
607,1,0,0,1,0,1,1,1,1,1,49.77180355,89.8358536
925,1,1,1,0,0,1,1,1,0,1,49.78635104,89.85040109
734,1,0,1,1,0,1,1,1,1,0,49.79680806,89.86085812
733,1,0,1,1,0,1,1,1,0,1,49.79968991,89.86373996
982,1,1,1,1,0,1,0,1,1,0,49.82021075,89.8842608
862,1,1,0,1,0,1,1,1,1,0,49.8314224,89.89547245
981,1,1,1,1,0,1,0,1,0,1,49.83762887,89.90167893
986,1,1,1,1,0,1,1,0,1,0,49.86147237,89.92552242
926,1,1,1,0,0,1,1,1,1,0,49.865351,89.92940105
919,1,1,1,0,0,1,0,1,1,1,49.86676194,89.93081199
671,1,0,1,0,0,1,1,1,1,1,49.86935909,89.93340914
988,1,1,1,1,0,1,1,1,0,0,49.94526443,90.00931449
478,0,1,1,1,0,1,1,1,1,0,49.96216294,90.02621299
477,0,1,1,1,0,1,1,1,0,1,49.99745904,90.06150909
223,0,0,1,1,0,1,1,1,1,1,50.10700627,90.17105632
415,0,1,1,0,0,1,1,1,1,1,50.32434093,90.38839098
847,1,1,0,1,0,0,1,1,1,1,51.38052117,91.44457122
971,1,1,1,1,0,0,1,0,1,1,51.40836725,91.4724173
911,1,1,1,0,0,0,1,1,1,1,51.41809045,91.48214051
719,1,0,1,1,0,0,1,1,1,1,51.41880246,91.48285251
973,1,1,1,1,0,0,1,1,0,1,51.427057,91.49110705
967,1,1,1,1,0,0,0,1,1,1,51.43452444,91.4985745
463,0,1,1,1,0,0,1,1,1,1,51.47293518,91.53698523
974,1,1,1,1,0,0,1,1,1,0,51.51702746,91.58107752
1007,1,1,1,1,1,0,1,1,1,1,48.97292885,93.75039655
1023,1,1,1,1,1,1,1,1,1,1,46.7919714,93.92614794
735,1,0,1,1,0,1,1,1,1,1,51.7174663,94.13822518
989,1,1,1,1,0,1,1,1,0,1,51.72433179,94.14509067
927,1,1,1,0,0,1,1,1,1,1,51.73663812,94.157397
863,1,1,0,1,0,1,1,1,1,1,51.74217979,94.16293867
983,1,1,1,1,0,1,0,1,1,1,51.77225257,94.19301145
987,1,1,1,1,0,1,1,0,1,1,51.78988671,94.21064559
479,0,1,1,1,0,1,1,1,1,1,51.80765396,94.22841284
990,1,1,1,1,0,1,1,1,1,0,51.85081061,94.27156949
975,1,1,1,1,0,0,1,1,1,1,53.21852366,95.63928254
991,1,1,1,1,0,1,1,1,1,1,53.72286756,98.50033527
