,0,1,2,3,4,5,6,7,8,9,10,AIC,BIC
225,0,0,0,1,1,1,0,0,0,0,1,36.74398928,72.09462168
6,0,0,0,0,0,0,0,0,1,1,0,41.46761851,72.10483326
864,0,1,1,0,1,1,0,0,0,0,0,36.76917304,72.11980544
1040,1,0,0,0,0,0,1,0,0,0,0,41.4882379,72.12545265
1216,1,0,0,1,1,0,0,0,0,0,0,39.13792308,72.13184665
325,0,0,1,0,1,0,0,0,1,0,1,36.79364868,72.14428108
704,0,1,0,1,1,0,0,0,0,0,0,39.15183592,72.14575949
480,0,0,1,1,1,1,0,0,0,0,0,36.79702272,72.14765512
1376,1,0,1,0,1,1,0,0,0,0,0,36.80892183,72.15955423
323,0,0,1,0,1,0,0,0,0,1,1,36.81434763,72.16498003
40,0,0,0,0,0,1,0,1,0,0,0,41.54267495,72.17988969
610,0,1,0,0,1,1,0,0,0,1,0,36.86286925,72.21350165
736,0,1,0,1,1,1,0,0,0,0,0,36.86667142,72.21730382
1248,1,0,0,1,1,1,0,0,0,0,0,36.87436602,72.22499842
1632,1,1,0,0,1,1,0,0,0,0,0,36.88102984,72.23166224
624,0,1,0,0,1,1,1,0,0,0,0,36.88270787,72.23334027
1344,1,0,1,0,1,0,0,0,0,0,0,39.24094511,72.23486869
832,0,1,1,0,1,0,0,0,0,0,0,39.25863066,72.25255424
616,0,1,0,0,1,1,0,1,0,0,0,36.91695464,72.26758704
578,0,1,0,0,1,0,0,0,0,1,0,39.2846045,72.27852807
448,0,0,1,1,1,0,0,0,0,0,0,39.29497409,72.28889766
592,0,1,0,0,1,0,1,0,0,0,0,39.31078739,72.30471097
580,0,1,0,0,1,0,0,0,1,0,0,39.32074754,72.31467111
226,0,0,0,1,1,1,0,0,0,1,0,36.97740652,72.32803892
228,0,0,0,1,1,1,0,0,1,0,0,36.98285761,72.33349001
356,0,0,1,0,1,1,0,0,1,0,0,36.98519534,72.33582774
240,0,0,0,1,1,1,1,0,0,0,0,36.98948148,72.34011388
368,0,0,1,0,1,1,1,0,0,0,0,36.9901971,72.3408295
354,0,0,1,0,1,1,0,0,0,1,0,37.00423445,72.35486685
360,0,0,1,0,1,1,0,1,0,0,0,37.01608196,72.36671436
232,0,0,0,1,1,1,0,1,0,0,0,37.02524951,72.37588191
194,0,0,0,1,1,0,0,0,0,1,0,39.39132997,72.38525354
1122,1,0,0,0,1,1,0,0,0,1,0,37.04486753,72.39549993
1090,1,0,0,0,1,0,0,0,0,1,0,39.40345075,72.39737433
1104,1,0,0,0,1,0,1,0,0,0,0,39.40370312,72.39762669
1092,1,0,0,0,1,0,0,0,1,0,0,39.40536612,72.39928969
1600,1,1,0,0,1,0,0,0,0,0,0,39.41314145,72.40706503
200,0,0,0,1,1,0,0,1,0,0,0,39.41422936,72.40815294
208,0,0,0,1,1,0,1,0,0,0,0,39.42142317,72.41534675
1128,1,0,0,0,1,1,0,1,0,0,0,37.07674232,72.42737472
1124,1,0,0,0,1,1,0,0,1,0,0,37.07900563,72.42963803
1136,1,0,0,0,1,1,1,0,0,0,0,37.13086248,72.48149488
584,0,1,0,0,1,0,0,1,0,0,0,39.49583277,72.48975634
328,0,0,1,0,1,0,0,1,0,0,0,39.56612716,72.56005073
1,0,0,0,0,0,0,0,0,0,0,1,44.28896121,72.56946713
324,0,0,1,0,1,0,0,0,1,0,0,39.57607735,72.57000093
322,0,0,1,0,1,0,0,0,0,1,0,39.58357619,72.57749976
336,0,0,1,0,1,0,1,0,0,0,0,39.65082212,72.64474569
195,0,0,0,1,1,0,0,0,0,1,1,37.32070054,72.67133294
514,0,1,0,0,0,0,0,0,0,1,0,42.10869805,72.7459128
18,0,0,0,0,0,0,1,0,0,1,0,42.15836698,72.79558172
1032,1,0,0,0,0,0,0,1,0,0,0,42.19979839,72.83701314
2,0,0,0,0,0,0,0,0,0,1,0,44.5882233,72.86872922
258,0,0,1,0,0,0,0,0,0,1,0,42.23734495,72.8745597
16,0,0,0,0,0,0,1,0,0,0,0,44.7295252,73.01003112
593,0,1,0,0,1,0,1,0,0,0,1,37.67757565,73.02820805
1097,1,0,0,0,1,0,0,1,0,0,1,37.73340624,73.08403864
585,0,1,0,0,1,0,0,1,0,0,1,37.76293999,73.11357239
1056,1,0,0,0,0,1,0,0,0,0,0,42.48222792,73.11944267
168,0,0,0,1,0,1,0,1,0,0,0,40.13926214,73.13318572
552,0,1,0,0,0,1,0,1,0,0,0,40.15205265,73.14597622
138,0,0,0,1,0,0,0,1,0,1,0,40.18290893,73.17683251
20,0,0,0,0,0,0,1,0,1,0,0,42.5514587,73.18867345
260,0,0,1,0,0,0,0,0,1,0,0,42.57977472,73.21698947
337,0,0,1,0,1,0,1,0,0,0,1,37.9244772,73.2751096
522,0,1,0,0,0,0,0,1,0,1,0,40.33674922,73.33067279
264,0,0,1,0,0,0,0,1,0,0,0,42.70952814,73.34674289
160,0,0,0,1,0,1,0,0,0,0,0,42.72520278,73.36241753
516,0,1,0,0,0,0,0,0,1,0,0,42.77550237,73.41271712
296,0,0,1,0,0,1,0,1,0,0,0,40.49016384,73.48408741
201,0,0,0,1,1,0,0,1,0,0,1,38.22461067,73.57524307
101,0,0,0,0,1,1,0,0,1,0,1,38.25648537,73.60711777
17,0,0,0,0,0,0,1,0,0,0,1,43.02502223,73.66223698
32,0,0,0,0,0,1,0,0,0,0,0,45.38768053,73.66818645
1105,1,0,0,0,1,0,1,0,0,0,1,38.32924497,73.67987737
136,0,0,0,1,0,0,0,1,0,0,0,43.06516806,73.7023828
544,0,1,0,0,0,1,0,0,0,0,0,43.07808047,73.71529522
209,0,0,0,1,1,0,1,0,0,0,1,38.43204226,73.78267466
132,0,0,0,1,0,0,0,0,1,0,0,43.20051811,73.83773286
256,0,0,1,0,0,0,0,0,0,0,0,45.55957507,73.84008099
329,0,0,1,0,1,0,0,1,0,0,1,38.49601405,73.84664645
1041,1,0,0,0,0,0,1,0,0,0,1,40.87240466,73.86632824
833,0,1,1,0,1,0,0,0,0,0,1,38.54457902,73.89521142
1030,1,0,0,0,0,0,0,0,1,1,0,40.90816735,73.90209093
449,0,0,1,1,1,0,0,0,0,0,1,38.56679073,73.91742313
1345,1,0,1,0,1,0,0,0,0,0,1,38.57513501,73.92576741
76,0,0,0,0,1,0,0,1,1,0,0,41.05013832,74.0440619
1064,1,0,0,0,0,1,0,1,0,0,0,41.08942,74.08334357
1026,1,0,0,0,0,0,0,0,0,1,0,43.48232732,74.11954207
705,0,1,0,1,1,0,0,0,0,0,1,38.80518879,74.15582119
82,0,0,0,0,1,0,1,0,0,1,0,41.17218581,74.16610939
70,0,0,0,0,1,0,0,0,1,1,0,41.18441369,74.17833727
1601,1,1,0,0,1,0,0,0,0,0,1,38.84067556,74.19130796
129,0,0,0,1,0,0,0,0,0,0,1,43.55712201,74.19433676
1217,1,0,0,1,1,0,0,0,0,0,1,38.85241644,74.20304884
130,0,0,0,1,0,0,0,0,0,1,0,43.59094595,74.2281607
83,0,0,0,0,1,0,1,0,0,1,1,38.98120445,74.33183685
304,0,0,1,0,0,1,1,0,0,0,0,41.4113156,74.40523917
99,0,0,0,0,1,1,0,0,0,1,1,39.0577143,74.4083467
84,0,0,0,0,1,0,1,0,1,0,0,41.41463563,74.40855921
530,0,1,0,0,0,0,1,0,0,1,0,41.47286539,74.46678896
75,0,0,0,0,1,0,0,1,0,1,1,39.12310314,74.47373554
74,0,0,0,0,1,0,0,1,0,1,0,41.51926616,74.51318973
288,0,0,1,0,0,1,0,0,0,0,0,43.8761827,74.51339744
524,0,1,0,0,0,0,0,1,1,0,0,41.52333225,74.51725583
257,0,0,1,0,0,0,0,0,0,0,1,43.9569437,74.59415845
88,0,0,0,0,1,0,1,1,0,0,0,41.6110997,74.60502327
134,0,0,0,1,0,0,0,0,1,1,0,41.61706762,74.61099119
140,0,0,0,1,0,0,0,1,1,0,0,41.62789443,74.621818
85,0,0,0,0,1,0,1,0,1,0,1,39.29238138,74.64301378
520,0,1,0,0,0,0,0,1,0,0,0,44.03813613,74.67535088
1025,1,0,0,0,0,0,0,0,0,0,1,44.07707187,74.71428662
1057,1,0,0,0,0,1,0,0,0,0,1,41.72874375,74.72266732
161,0,0,0,1,0,1,0,0,0,0,1,41.74369227,74.73761584
513,0,1,0,0,0,0,0,0,0,0,1,44.21754936,74.8547641
33,0,0,0,0,0,1,0,0,0,0,1,44.22789346,74.86510821
545,0,1,0,0,0,1,0,0,0,0,1,41.90543711,74.89936069
106,0,0,0,0,1,1,0,1,0,1,0,39.56202328,74.91265568
77,0,0,0,0,1,0,0,1,1,0,1,39.56415417,74.91478657
644,0,1,0,1,0,0,0,0,1,0,0,42.05129131,75.04521489
164,0,0,0,1,0,1,0,0,1,0,0,42.08709016,75.08101373
289,0,0,1,0,0,1,0,0,0,0,1,42.0904307,75.08435427
102,0,0,0,0,1,1,0,0,1,1,0,39.77789471,75.12852711
388,0,0,1,1,0,0,0,0,1,0,0,42.16804945,75.16197302
199,0,0,0,1,1,0,0,0,1,1,1,37.46601042,75.17335164
114,0,0,0,0,1,1,1,0,0,1,0,39.87000936,75.22064176
116,0,0,0,0,1,1,1,0,1,0,0,39.9284587,75.2790911
113,0,0,0,0,1,1,1,0,0,0,1,39.93258238,75.28321478
105,0,0,0,0,1,1,0,1,0,0,1,39.9365217,75.2871541
108,0,0,0,0,1,1,0,1,1,0,0,39.95031026,75.30094266
52,0,0,0,0,0,1,1,0,1,0,0,42.31007995,75.30400353
50,0,0,0,0,0,1,1,0,0,1,0,42.32733578,75.32125935
120,0,0,0,0,1,1,1,1,0,0,0,39.9737082,75.3243406
1152,1,0,0,1,0,0,0,0,0,0,0,44.69235946,75.32957421
1036,1,0,0,0,0,0,0,1,1,0,0,42.33859237,75.33251594
1536,1,1,0,0,0,0,0,0,0,0,0,44.69697564,75.33419039
145,0,0,0,1,0,0,1,0,0,0,1,42.35178831,75.34571188
1280,1,0,1,0,0,0,0,0,0,0,0,44.72357631,75.36079106
560,0,1,0,0,0,1,1,0,0,0,0,42.37189319,75.36581676
272,0,0,1,0,0,0,1,0,0,0,0,44.80493424,75.44214898
640,0,1,0,1,0,0,0,0,0,0,0,44.83614316,75.47335791
1154,1,0,0,1,0,0,0,0,0,1,0,42.56760715,75.56153073
837,0,1,1,0,1,0,0,0,1,0,1,37.86978238,75.57712361
71,0,0,0,0,1,0,0,0,1,1,1,40.24687633,75.59750873
384,0,0,1,1,0,0,0,0,0,0,0,44.98028773,75.61750248
9,0,0,0,0,0,0,0,1,0,0,1,45.01116312,75.64837787
595,0,1,0,0,1,0,1,0,0,1,1,37.95108149,75.65842272
1168,1,0,0,1,0,0,1,0,0,0,0,42.6685102,75.66243378
203,0,0,0,1,1,0,0,1,0,1,1,37.96417847,75.6715197
587,0,1,0,0,1,0,0,1,0,1,1,38.00785937,75.7152006
292,0,0,1,0,0,1,0,0,1,0,0,42.74654253,75.7404661
268,0,0,1,0,0,0,0,1,1,0,0,42.76755262,75.7614762
521,0,1,0,0,0,0,0,1,0,0,1,42.7785012,75.77242478
13,0,0,0,0,0,0,0,1,1,0,1,42.82008145,75.81400503
42,0,0,0,0,0,1,0,1,0,1,0,42.82251844,75.81644202
5,0,0,0,0,0,0,0,0,1,0,1,45.23578619,75.87300094
613,0,1,0,0,1,1,0,0,1,0,1,38.21245176,75.91979299
642,0,1,0,1,0,0,0,0,0,1,0,42.95375702,75.9476806
227,0,0,0,1,1,1,0,0,0,1,1,38.2719094,75.97925063
41,0,0,0,0,0,1,0,1,0,0,1,43.0081504,76.00207397
331,0,0,1,0,1,0,0,1,0,1,1,38.29595315,76.00329438
1125,1,0,0,0,1,1,0,0,1,0,1,38.30460491,76.01194614
1107,1,0,0,0,1,0,1,0,0,1,1,38.33718364,76.04452487
229,0,0,0,1,1,1,0,0,1,0,1,38.34937659,76.05671782
768,0,1,1,0,0,0,0,0,0,0,0,45.42427656,76.06149131
597,0,1,0,0,1,0,1,0,1,0,1,38.35429046,76.06163168
7,0,0,0,0,0,0,0,0,1,1,1,43.06965959,76.06358317
1377,1,0,1,0,1,1,0,0,0,0,1,38.35835656,76.06569779
452,0,0,1,1,1,0,0,0,1,0,0,40.75357822,76.10421062
213,0,0,0,1,1,0,1,0,1,0,1,38.3976001,76.10494133
1123,1,0,0,0,1,1,0,0,0,1,1,38.39940459,76.10674582
1221,1,0,0,1,1,0,0,0,1,0,1,38.4155257,76.12286693
709,0,1,0,1,1,0,0,0,1,0,1,38.42359717,76.13093839
835,0,1,1,0,1,0,0,0,0,1,1,38.4568447,76.16418593
834,0,1,1,0,1,0,0,0,0,1,0,40.81567903,76.16631143
1176,1,0,0,1,0,0,1,1,0,0,0,40.82077157,76.17140397
89,0,0,0,0,1,0,1,1,0,0,1,40.83465164,76.18528404
176,0,0,0,1,0,1,1,0,0,0,0,43.19503371,76.18895729
1349,1,0,1,0,1,0,0,0,1,0,1,38.48195921,76.18930044
1605,1,1,0,0,1,0,0,0,1,0,1,38.48404446,76.19138568
737,0,1,0,1,1,1,0,0,0,0,1,38.48536105,76.19270228
451,0,0,1,1,1,0,0,0,0,1,1,38.514441,76.22178223
1603,1,1,0,0,1,0,0,0,0,1,1,38.51680571,76.22414694
1095,1,0,0,0,1,0,0,0,1,1,1,38.52729296,76.23463419
386,0,0,1,1,0,0,0,0,0,1,0,43.24388736,76.23781093
1347,1,0,1,0,1,0,0,0,0,1,1,38.53569967,76.2430409
275,0,0,1,0,0,0,1,0,0,1,1,40.89779559,76.24842799
339,0,0,1,0,1,0,1,0,0,1,1,38.54122047,76.24856169
361,0,0,1,0,1,1,0,1,0,0,1,38.54874371,76.25608494
1352,1,0,1,0,1,0,0,1,0,0,0,40.91534225,76.26597465
1219,1,0,0,1,1,0,0,0,0,1,1,38.56132385,76.26866508
205,0,0,0,1,1,0,0,1,1,0,1,38.57462966,76.28197089
1061,1,0,0,0,0,1,0,0,1,0,1,40.93324753,76.28387993
865,0,1,1,0,1,1,0,0,0,0,1,38.58047976,76.28782099
233,0,0,0,1,1,1,0,1,0,0,1,38.58074011,76.28808133
582,0,1,0,0,1,0,0,0,1,1,0,40.94085359,76.29148599
618,0,1,0,0,1,1,0,1,0,1,0,38.58616071,76.29350194
211,0,0,0,1,1,0,1,0,0,1,1,38.58761841,76.29495964
481,0,0,1,1,1,1,0,0,0,0,1,38.59391893,76.30126016
453,0,0,1,1,1,0,0,0,1,0,1,38.59942421,76.30676543
1604,1,1,0,0,1,0,0,0,1,0,0,40.96859444,76.31922684
626,0,1,0,0,1,1,1,0,0,1,0,38.61344477,76.32078599
611,0,1,0,0,1,1,0,0,0,1,1,38.61655361,76.32389484
589,0,1,0,0,1,0,0,1,1,0,1,38.62367264,76.33101387
625,0,1,0,0,1,1,1,0,0,0,1,38.64000279,76.34734401
617,0,1,0,0,1,1,0,1,0,0,1,38.64360787,76.3509491
341,0,0,1,0,1,0,1,0,1,0,1,38.64457118,76.35191241
1249,1,0,0,1,1,1,0,0,0,0,1,38.64772443,76.35506566
330,0,0,1,0,1,0,0,1,0,1,0,41.00473431,76.35536671
1633,1,1,0,0,1,1,0,0,0,0,1,38.65447041,76.36181164
241,0,0,0,1,1,1,1,0,0,0,1,38.66507764,76.37241887
312,0,0,1,0,0,1,1,1,0,0,0,41.02871947,76.37935187
1129,1,0,0,0,1,1,0,1,0,0,1,38.67349507,76.3808363
456,0,0,1,1,1,0,0,1,0,0,0,41.03292546,76.38355786
1218,1,0,0,1,1,0,0,0,0,1,0,41.05405863,76.40469103
656,0,1,0,1,0,0,1,0,0,0,0,43.41143261,76.40535618
1106,1,0,0,0,1,0,1,0,0,1,0,41.06780044,76.41843284
357,0,0,1,0,1,1,0,0,1,0,1,38.71447547,76.4218167
780,0,1,1,0,0,0,0,1,1,0,0,41.08205776,76.43269016
3,0,0,0,0,0,0,0,0,0,1,1,45.79565547,76.43287021
234,0,0,0,1,1,1,0,1,0,1,0,38.74114535,76.44848658
992,0,1,1,1,1,1,0,0,0,0,0,38.74378331,76.45112453
1130,1,0,0,0,1,1,0,1,0,1,0,38.75433372,76.46167495
400,0,0,1,1,0,0,1,0,0,0,0,43.47681137,76.47073494
872,0,1,1,0,1,1,0,1,0,0,0,38.76778496,76.47512619
1472,1,0,1,1,1,0,0,0,0,0,0,41.12935763,76.47999003
1888,1,1,1,0,1,1,0,0,0,0,0,38.77577319,76.48311442
866,0,1,1,0,1,1,0,0,0,1,0,38.77876176,76.48610299
868,0,1,1,0,1,1,0,0,1,0,0,38.77955949,76.48690072
1504,1,0,1,1,1,1,0,0,0,0,0,38.77980101,76.48714224
880,0,1,1,0,1,1,1,0,0,0,0,38.7800718,76.48741303
1098,1,0,0,0,1,0,0,1,0,1,0,41.1467243,76.4973567
1856,1,1,1,0,1,0,0,0,0,0,0,41.15101587,76.50164827
482,0,0,1,1,1,1,0,0,0,1,0,38.79852729,76.50586852
1060,1,0,0,0,0,1,0,0,1,0,0,43.51314202,76.50706559
484,0,0,1,1,1,1,0,0,1,0,0,38.80176991,76.50911113
488,0,0,1,1,1,1,0,1,0,0,0,38.80628975,76.51363098
614,0,1,0,0,1,1,0,0,1,1,0,38.80834128,76.5156825
1380,1,0,1,0,1,1,0,0,1,0,0,38.81083997,76.5181812
1137,1,0,0,0,1,1,1,0,0,0,1,38.8139237,76.52126493
1101,1,0,0,0,1,0,0,1,1,0,1,38.81561372,76.52295495
1384,1,0,1,0,1,1,0,1,0,0,0,38.81767569,76.52501692
496,0,0,1,1,1,1,1,0,0,0,0,38.81852887,76.5258701
960,0,1,1,1,1,0,0,0,0,0,0,41.18274603,76.53337843
1378,1,0,1,0,1,1,0,0,0,1,0,38.82824811,76.53558934
242,0,0,0,1,1,1,1,0,0,1,0,38.82977247,76.5371137
620,0,1,0,0,1,1,0,1,1,0,0,38.83486832,76.54220955
1392,1,0,1,0,1,1,1,0,0,0,0,38.83737974,76.54472097
148,0,0,0,1,0,0,1,0,1,0,0,43.5597546,76.55367818
1250,1,0,0,1,1,1,0,0,0,1,0,38.85942901,76.56677024
738,0,1,0,1,1,1,0,0,0,1,0,38.85964731,76.56698853
1252,1,0,0,1,1,1,0,0,1,0,0,38.8626665,76.57000772
1634,1,1,0,0,1,1,0,0,0,1,0,38.86318275,76.57052398
1636,1,1,0,0,1,1,0,0,1,0,0,38.86528862,76.57262984
628,0,1,0,0,1,1,1,0,1,0,0,38.86899009,76.57633132
1760,1,1,0,1,1,1,0,0,0,0,0,38.87548663,76.58282786
836,0,1,1,0,1,0,0,0,1,0,0,41.23271731,76.58334971
1220,1,0,0,1,1,0,0,0,1,0,0,41.23340692,76.58403932
740,0,1,0,1,1,1,0,0,1,0,0,38.87990104,76.58724226
1348,1,0,1,0,1,0,0,0,1,0,0,41.23879921,76.58943161
1640,1,1,0,0,1,1,0,1,0,0,0,38.88563279,76.59297402
1256,1,0,0,1,1,1,0,1,0,0,0,38.89045819,76.59779942
744,0,1,0,1,1,1,0,1,0,0,0,38.89212218,76.5994634
1264,1,0,0,1,1,1,1,0,0,0,0,38.89971369,76.60705492
1346,1,0,1,0,1,0,0,0,0,1,0,41.25671823,76.60735063
1360,1,0,1,0,1,0,1,0,0,0,0,41.25918901,76.60982141
1648,1,1,0,0,1,1,1,0,0,0,0,38.90602458,76.6133658
355,0,0,1,0,1,1,0,0,0,1,1,38.9117644,76.61910563
364,0,0,1,0,1,1,0,1,1,0,0,38.91278322,76.62012445
632,0,1,0,0,1,1,1,1,0,0,0,38.91899535,76.62633658
464,0,0,1,1,1,0,1,0,0,0,0,41.28432616,76.63495857
333,0,0,1,0,1,0,0,1,1,0,1,38.93101866,76.63835988
369,0,0,1,0,1,1,1,0,0,0,1,38.93191512,76.63925635
450,0,0,1,1,1,0,0,0,0,1,0,41.29454554,76.64517794
162,0,0,0,1,0,1,0,0,0,1,0,43.65866348,76.65258705
708,0,1,0,1,1,0,0,0,1,0,0,41.30915845,76.65979085
244,0,0,0,1,1,1,1,0,1,0,0,38.95362083,76.66096205
202,0,0,0,1,1,0,0,1,0,1,0,41.31184005,76.66247245
706,0,1,0,1,1,0,0,0,0,1,0,41.31882342,76.66945582
210,0,0,0,1,1,0,1,0,0,1,0,41.31931695,76.66994935
212,0,0,0,1,1,0,1,0,1,0,0,41.31960772,76.67024012
1232,1,0,0,1,1,0,1,0,0,0,0,41.32207102,76.67270342
362,0,0,1,0,1,1,0,1,0,1,0,38.97415821,76.68149943
236,0,0,0,1,1,1,0,1,1,0,0,38.97666779,76.68400901
230,0,0,0,1,1,1,0,0,1,1,0,38.98135327,76.6886945
358,0,0,1,0,1,1,0,0,1,1,0,38.98560957,76.69295079
370,0,0,1,0,1,1,1,0,0,1,0,38.99070718,76.69804841
338,0,0,1,0,1,0,1,0,0,1,0,41.34953054,76.70016294
372,0,0,1,0,1,1,1,0,1,0,0,38.99462084,76.70196207
376,0,0,1,0,1,1,1,1,0,0,0,38.99827513,76.70561635
720,0,1,0,1,1,0,1,0,0,0,0,41.35528704,76.70591944
248,0,0,0,1,1,1,1,1,0,0,0,38.99892106,76.70626228
1728,1,1,0,1,1,0,0,0,0,0,0,41.36237864,76.71301104
1602,1,1,0,0,1,0,0,0,0,1,0,41.36264746,76.71327986
596,0,1,0,0,1,0,1,0,1,0,0,41.36332491,76.71395731
1094,1,0,0,0,1,0,0,0,1,1,0,41.36356059,76.71419299
1108,1,0,0,0,1,0,1,0,1,0,0,41.36515283,76.71578523
204,0,0,0,1,1,0,0,1,1,0,0,41.36799659,76.71862899
1100,1,0,0,0,1,0,0,1,1,0,0,41.37958135,76.73021375
594,0,1,0,0,1,0,1,0,0,1,0,41.38488532,76.73551772
273,0,0,1,0,0,0,1,0,0,0,1,43.74552304,76.73944662
586,0,1,0,0,1,0,0,1,0,1,0,41.38987477,76.74050717
1224,1,0,0,1,1,0,0,1,0,0,0,41.39807153,76.74870393
1138,1,0,0,0,1,1,1,0,0,1,0,39.04304505,76.75038628
216,0,0,0,1,1,0,1,1,0,0,0,41.40470426,76.75533666
848,0,1,1,0,1,0,1,0,0,0,0,41.40484762,76.75548002
712,0,1,0,1,1,0,0,1,0,0,0,41.40605057,76.75668297
1608,1,1,0,0,1,0,0,1,0,0,0,41.40637499,76.75700739
1140,1,0,0,0,1,1,1,0,1,0,0,39.05300827,76.7603495
840,0,1,1,0,1,0,0,1,0,0,0,41.40990088,76.76053328
198,0,0,0,1,1,0,0,0,1,1,0,41.41302564,76.76365804
1112,1,0,0,0,1,0,1,1,0,0,0,41.41528523,76.76591763
1126,1,0,0,0,1,1,0,0,1,1,0,39.06060755,76.76794878
1616,1,1,0,0,1,0,1,0,0,0,0,41.41904024,76.76967264
146,0,0,0,1,0,0,1,0,0,1,0,43.77713705,76.77106063
1132,1,0,0,0,1,1,0,1,1,0,0,39.06630314,76.77364437
752,0,1,0,1,1,1,1,0,0,0,0,39.0756443,76.78298553
588,0,1,0,0,1,0,0,1,1,0,0,41.43477501,76.78540741
1144,1,0,0,0,1,1,1,1,0,0,0,39.09060899,76.79795021
266,0,0,1,0,0,0,0,1,0,1,0,43.8214598,76.81538337
1066,1,0,0,0,0,1,0,1,0,1,0,41.46942026,76.82005266
340,0,0,1,0,1,0,1,0,1,0,0,41.47379884,76.82443124
600,0,1,0,0,1,0,1,1,0,0,0,41.48004518,76.83067758
332,0,0,1,0,1,0,0,1,1,0,0,41.49099634,76.84162874
261,0,0,1,0,0,0,0,0,1,0,1,43.85934762,76.85327119
326,0,0,1,0,1,0,0,0,1,1,0,41.53128888,76.88192128
536,0,1,0,0,0,0,1,1,0,0,0,43.9104651,76.90438867
583,0,1,0,0,1,0,0,0,1,1,1,39.20446696,76.91180819
21,0,0,0,0,0,0,1,0,1,0,1,43.91831551,76.91223909
515,0,1,0,0,0,0,0,0,0,1,1,43.91973,76.91365358
344,0,0,1,0,1,0,1,1,0,0,0,41.56633349,76.91696589
1552,1,1,0,0,0,0,1,0,0,0,0,43.93131093,76.9252345
1538,1,1,0,0,0,0,0,0,0,1,0,43.93719134,76.93111491
56,0,0,0,0,0,1,1,1,0,0,0,43.95069337,76.94461694
44,0,0,0,0,0,1,0,1,1,0,0,43.99186886,76.98579244
14,0,0,0,0,0,0,0,1,1,1,0,44.0150184,77.00894198
